shine ,(v),/ʃain/,"chiếu sáng, tỏa sáng"
shiny ,(adj) ,/'∫aini/,"sáng chói, bóng"
ship ,(n),/ʃɪp/,"tàu, tàu thủy"
shirt ,(n),/ʃɜːt/,áo sơ mi
shock  ,(n) (v) ,/Sok/,"sự đụng chạm, va chạm, sự kích động, sự choáng;"
shocked ,(adj) ,/Sok/,"bị kích động, bị va chạm, bị sốc"
shocking ,(adj) ,/´ʃɔkiη/,"gây ra căm phẫn, tồi tệ, gây kích động"
shoe ,(n),/ʃu:/,giày
shoot ,(v),/ʃut/,"vụt qua, chạy qua, ném, phóng, bắn; đâm ra, trồi ra"
shooting ,(n),/'∫u:tiη/,"sự bắn, sự phóng đi"
shop  ,(n) (v) ,/ʃɔp/,"cửa hàng; đi mua hầng, đi chợ"
shopping ,(n),/'ʃɔpiɳ/,sự mua sắm
short ,(adj) ,/ʃɔ:t/,"ngắn, cụt"
shortly  ,(adv),/´ʃɔ:tli/,"trong thời gian ngắn, sớm"
shot ,(n),/ʃɔt/,"đạn, viên đạn"
should ,(v) modal,"/ʃud, ʃəd, ʃd/",nên
shoulder ,(n),/'ʃouldə/,vai
shout  ,(v) (n),/ʃaʊt/,"hò hét, reo hò; sự la hét, sự hò reo"
show  ,(v) (n),/ʃou/,"biểu diễn, trưng bày; sự biểu diễn, sự bày tỏ"
shower ,(n),/´ʃouə/,"vòi hoa sen, sự tắm vòi hoa sen"
shut  ,(v) (adj) ,/ʃʌt/,"đóng, khép, đậy; tính khép kín"
shy ,(adj) ,/ʃaɪ/,"nhút nhát, e thẹn"
sick ,(adj) ,/sick/,"ốm, đau, bệnh"
side ,(n),/said/,"mặt, mặt phẳng"
sideways ,(adj)  (adv),/´saidwə:dz/,"ngang, từ một bên; sang bên"
sight ,(n),/sait/,cảnh đẹp; sự nhìn
sign  ,(n) (v) ,/sain/,"dấu, dấu hiệu, kí hiệu; đánh dấu, viết ký hiệu"
signal  ,(n) (v),/'signəl/,"dấu hiệu, tín hiệu; ra hiệu, báo hiệu"
signature ,(n),/ˈsɪgnətʃər/ ,chữ ký
,,/ˈsɪgnəˌtʃʊər/,
significant ,(adj) ,/sɪgˈnɪfɪkənt/,"nhiều ý nghĩa, quan trọng"
significantly  ,(adv),/sig'nifikəntli/,đáng kể
silence ,(n),/ˈsaɪləns/,"sự im lặng, sự yên tĩnh"
silent ,(adj) ,/ˈsaɪlənt/,"im lặng, yên tĩnh"
silk ,(n),/silk/,"tơ (t.n+(n)tạo), chỉ, lụa"
silly ,(adj) ,/´sili/,"ngớ ngẩn, ngu ngốc, khờ dại"
silver  ,(n) (adj) ,/'silvə/,"bạc, đồng bạc; làm bằng bạc, trắng như bạc"
similar ,(adj) ,/´similə/,"giống như, tương tự như"
similarly  ,(adv),/´similəli/,"tương tự, giống nhau"
simple ,(adj) ,/'simpl/,"đơn, đơn giản, dễ dàng"
simply  ,(adv),/´simpli/,"một cách dễ dàng, giản dị"
since,(adv),/sins/,"từ, từ khi; từ khi, từ lúc đó; từ đó, từ lúc ấy"
sincere ,(adj) ,/sin´siə/,"thật thà, thẳng thắng, chân thành"
sincerely  ,(adv),/sin'siəli/,một cách chân thành
sing,(v),/siɳ/,"hát, ca hát"
singer ,(n),/´siηə/,ca sĩ
singing ,(n),/´siηiη/,"sự hát, tiếng hát"
single ,(adj) ,/'siɳgl/,"đơn, đơn độc, đơn lẻ"
sink,(v),/sɪŋk/,"chìm, lún, đắm"
sir,(n),/sə:/,"xưng hô lịch sự Ngài, Ông"
sister ,(n),/'sistə/,"chị, em gái"
sit,(v),/sit/,ngồi
site,(n),/sait/,"chỗ, vị trí"
situation ,(n),"/,sit∫u'ei∫n/","hoàn cảnh, địa thế, vị trí"
size ,(n),/saiz/,cỡ
skilful ,(adj),/´skilful/,"tài giỏi, khéo tay"
skilfully ,(adv),/´skilfulli/,"tài giỏi, khéo tay"
skill ,(n),/skil/,"kỹ năng, kỹ sảo"
skilled ,(adj) ,/skild/,"có kỹ năng, có kỹ sảo, khẻo tay; có kinh nghiệm,, lành nghề"
skin ,(n),/skin/,"da, vỏ"
skirt ,(n),/skɜːrt/,"váy, đầm"
sky,(n),/skaɪ/,"trời, bầu trời"
sleep  ,(v) (n),/sli:p/,ngủ; giấc ngủ
sleeve ,(n),/sli:v/,"tay áo, ống tay"
slice  ,(n) (v) ,/slais/,"miếng, lát mỏng; cắt ra thành miếng mỏng, lát mỏng"
slide ,(v),/slaid/,"trượtc, chuyển động nhẹ, lướt qua"
slight ,(adj) ,/slait/,"mỏng manh, thon, gầy"
slightly  ,(adv),/'slaitli/,"mảnh khảnh, mỏng manh, yếu ớt"
slip,(v),/slip/,"trượt, tuột, trôi qua, chạy qua"
slope  ,(n) (v) ,/sloup/,"dốc, đường dốc, độ dốc; nghiêng, dốc"
slow ,(adj) ,/slou/,"chậm, chậm chạp"
slowly  ,(adv),/'slouli/,"một cách chậm chạp, chậm dần"
small ,(adj) ,/smɔ:l/,"nhỏ, bé"
smart ,(adj) ,/sma:t/,"mạnh, ác liệt"
smash  ,(v) (n),/smæʃ/,"đập, vỡ tan thành mảnh; sự đập, vỡ tàn thành mảnh"
smell  ,(v) (n),/smɛl/,"ngửi; sự ngửi, khứu giác"
smile  ,(v) (n),/smail/,"cười, mỉm cười; nụ cười, vẻ tươi cười"
smoke  ,(n) (v) ,/smouk/,"khói, hơi thuốc; hút thuốc, bốc khói, hơi"
smoking ,(n),/smoukiη/,sự hút thuốc
smooth ,(adj) ,/smu:ð/,"nhẵn, trơn, mượt mà"
smoothly  ,(adv),/smu:ðli/,"một cách êm ả, trôi chảy"
snake ,(n),/sneik/,"con rắn; người nham hiểm, xảo trá"
snow  ,(n) (v) ,/snou/,tuyết; tuyết rơi
so  ,"(adv)., conj.",/sou/,"như vậy, như thế; vì thế, vì vậy, vì thế cho nên"
soap ,(n),/soup/,xà phòng
social ,(adj) ,/'sou∫l/,có tính xã hội
socially  ,(adv),/´souʃəli/,có tính xã hội
society ,(n),/sə'saiəti/,xã hội
sock ,(n),/sɔk/,"tất ngăns, miếng lót giày"
soft ,(adj) ,/sɔft/,"mềm, dẻo"
softly  ,(adv),/sɔftli/,một cách mềm dẻo
software ,(n),/'sɔfweз/,phần mềm (m.tính)
soil,(n),/sɔɪl/,đất trồng; vết bẩn
soldier ,(n),/'souldʤə/,"lính, quân nhân"
solid ,(adj) (n),/'sɔlid/,"rắn; thể rắn, chất rắnh"
solution ,(n),/sə'lu:ʃn/,"sự giải quyết, giải pháp"
solve ,(v),/sɔlv/,"giải, giải thích, giải quyết"
some,(n),/sʌm/,"or /səm/ một it, một vài"
somebody ,pro (n),/'sʌmbədi/,người nào đó
somehow  ,(adv),/´sʌm¸hau/,"không biết làm sao, bằng cách này hay cách khác"
something,(n),/'sʌmθiɳ/,"một điều gì đó, một việc gì đó, một cái gì đó"
sometimes  ,(adv),/´sʌm¸taimz/,"thỉnh thoảng, đôi khi"
somewhat  ,(adv),/´sʌm¸wɔt/,"đến mức độ nào đó, hơi, một chút"
somewhere  ,(adv),/'sʌmweə/,nơi nào đó. đâu đó
son ,(n),/sʌn/,con trai
song ,(n),/sɔɳ/,bài hát
soon  ,(adv),/su:n/,"sớm, chẳng bao lâu nữa"
sore ,(adj) ,"/sɔr , soʊr/","đau, nhức"
sorry ,(adj) ,/'sɔri/,"xin lỗi, lấy làm tiếc, lấy làm buồn"
sort  ,(n) (v) ,/sɔ:t/,"thứ, hạng loại; lựa chọn, sắp xếp, phân loại"
soul ,(n),/soʊl/,"tâm hồn, tâm trí, linh hồn"
sound  ,(n) (v) ,/sound/,âm thanh; nghe
soup ,(n),/su:p/,"xúp, canh, cháo"
sour ,(adj) ,/'sauə/,"chua, có vị giấm"
source ,(n),/sɔ:s/,nguồn
south  ,(n)(adj)  (adv),/sauθ/,"phương Nam, hướng Nam; ở phía Nam; hướng về phía Nam"
southern ,(adj) ,/´sʌðən/,thuộc phương Nam
space ,(n),/speis/,"khoảng trống, khoảng cách"
spare ,(adj) (n),/speə/,"thừa thãi, dự trữ, rộng rãi; đồ dự trữ, đồ dự phòng"
speak ,(v),/spi:k/,nói
speaker ,(n),/ˈspikər/,"người nói, người diễn thuyết"
special ,(adj) ,/'speʃəl/,"đặc biệt, riêng biệt"
specialist ,(n),/'spesʃlist/,"chuyên gia, chuyên viên"
specially  ,(adv),/´speʃəli/,"đặc biệt, riêng biệt"
specific ,(adj) ,/spi'sifik/,"đặc trưng, riêng biệt"
specifically  ,(adv),/spi'sifikəli/,"đặc trưng, riêng biệt"
speech ,(n),/spi:tʃ/,"sự nói, khả năng nói, lời nói, cách nói, bài nói"
speed ,(n),/spi:d/,"tốc độ, vận tốc"
spell  ,(v) (n),/spel/,"đánh vần; sự thu hút, sự quyến rũ, say mê"
spelling ,(n),/´speliη/,sự viết chính tả
spend ,(v),/spɛnd/,"tiêu, xài"
spice ,(n),/spais/,gia vị
spicy ,(adj) ,/´spaisi/,có gia vị
spider ,(n),/´spaidə/,con nhện
spin ,(v),/spin/,"quay, quay tròn"
spirit ,(n),/ˈspɪrɪt/,"tinh thần, tâm hồn, linh hồn"
spiritual ,(adj) ,/'spiritjuəl/,"(thuộc) tinh thần, linh hồn"
spite ,(n,/spait/,"sự giận, sự hận thù; in spite of : mặc dù, bất chấp"
split  ,(v) (n),/split/,"chẻ, tách, chia ra; sự chẻ, sự tách, sự chia ra"
spoil ,(v),/spɔil/,"cướp, cướp đọat"
spoken ,(adj) ,/spoukn/,nói theo 1 cách nào đó
spoon ,(n),/spu:n/,cái thìa
sport ,(n),/spɔ:t/,thể thao
spot ,(n),/spɔt/,"dấu, đốm, vết"
spray  ,(n) (v) ,/spreɪ/,"máy, ống, bình phụt, bơm, phun; bơm, phun, xịt"
spread ,(v),/spred/,"trải, căng ra, bày ra; truyền bá"
spring ,(n),/sprɪŋ/,mùa xuân
square ,(adj) (n),/skweə/,"vuông, vuông vắn; dạng hình vuông, hình vuông"
squeeze  ,(v) (n),/skwi:z/,"ép, vắt, xiết; sự ép, sự vắt, sự xiết"
stable ,(adj) (n),/steibl/,"ổn định, bình tĩnh, vững vàng; chuồng ngưa"
staff ,(n),/sta:f /,gậy
stage ,(n),/steɪdʒ/,"tầng, bệ"
stair ,(n),/steə/,bậc thang
stamp  ,(n) (v) ,/stæmp/,tem; dán tem
stand  ,(v) (n),/stænd/,"đứng, sự đứng"
standard  ,(n) (adj) ,/'stændəd/,"tiêu chuẩn, chuẩn, mãu; làm tiêu chuẩn"
star  ,(n) (v) ,/stɑ:/,"ngôi sao, dán sao, trang trí hình sao, đánh dấu sao"
stare  ,(v) (n),/'steә(r)/,nhìm chằm chằm; sự nhìn chằm chằm
start  ,(v) (n),/stɑ:t/,"bắt đầu, khởi động; sự bắt đầu, sự khởi đầu, khởi hành"
state  ,(n)(adj) (v),/steit/,"nhà nước, quốc gia, chính quyền;"
statement ,(n),/'steitmənt/,"sự bày tỏ, sự phát biểu; sự tuyên bố, sự trình bày"
station ,(n),/'steiʃn/,"trạm, điểm, đồn"
statue ,(n),/'stæt∫u:/,tượng
status ,(n),/ˈsteɪtəs/,
/ˈstætəs/,tình trạng,,
stay  ,(v) (n),/stei/,"ở lại, lưu lại; sự ở lại, sự lưu lại"
steadily  ,(adv),/'stedili/,"vững chắc, vững vàng, kiên định"
steady ,(adj) ,/'stedi/,"vững chắc, vững vàng, kiến định"
steal ,(v),/sti:l/,"ăn cắp, ăn trộm"
steam ,(n),/stim/,hơi nước
steel ,(n),/sti:l/,"thép, ngành thép"
steep ,(adj) ,/sti:p/,"dốc, dốc đứng"
steeply  ,(adv),/'sti:pli/,"dốc, cheo leo"
steer ,(v),/stiə/,"lái (tàu, ô tô...)"
step  ,(n) (v) ,/step/,"bước; bước, bước đi"
stick  ,(v) (n),/stick/,"đâm, thọc, chọc, cắm, dính; cái gậy, qua củi, cán"
sticky ,(adj) ,/'stiki/,"dính, nhớt"
stiff ,(adj) ,/stif/,"cứng, cứng rắn, kiên quyết"
stiffly  ,(adv),/'stifli/,"cứng, cứng rắn, kiên quyết"
still  ,"(adv)., (adj) ",/stil/,"đứng yên; vẫn, vẫn còn"
sting  ,(v) (n),/stiɳ/,"châm, chích, đốt; ngòi, vòi (ong, muỗi), nọc (rắn); sự châm, chích.."
stir ,(v),/stə:/,"khuấy, đảo"
stock ,(n),/stə:/,"kho sự trữ, hàng dự trữ, vốn"
stomach ,(n),/ˈstʌmək/,dạ dày
stone ,(n),/stoun/,đá
stop  ,(v) (n),/stɔp/,"dừng, ngừng, nghỉ, thôi; sự dừng, sự ngừng, sự đỗ lại"
store  ,(n) (v) ,/stɔ:/,"cửa hàng, kho hàng; tích trữ, cho vào kho"
storm ,(n),/stɔ:m/,"cơn giông, bão"
story ,(n),/'stɔ:ri/,"chuyện, câu chuyện"
stove ,(n),/stouv/,"bếp lò, lò sưởi"
straight  ,"(adv)., (adj) ",/streɪt/,"thẳng, không cong"
strain ,(n),/strein/,"sự căng thẳng, sự căng"
strange ,(adj) ,/streindʤ/,"xa lạ, chưa quen"
strangely  ,(adv),/streindʤli/,"lạ, xa lạ, chưa quen"
stranger ,(n),/'streinʤə/,người lạ
strategy ,(n),/'strætəʤɪ/,chiến lược
stream ,(n),/stri:m/,dòng suối
street ,(n),/stri:t/,"phố, đườmg phố"
strength ,(n),/'streɳθ/,"sức mạnh, sức khỏe"
stress  ,(n) (v) ,/stres/,"sự căng thẳng; căng thẳng, ép, làm căng"
stressed ,(adj) ,/strest/,"bị căng thẳng, bị ép, bị căng"
stretch ,(v),/strɛtʃ/,"căng ra, duỗi ra, kéo dài ra"
strict ,(adj) ,/strikt/,"nghiêm khắc, chặt chẽ,, khắt khe"
strictly  ,(adv),/striktli/,một cách nghiêm khắc
strike  ,(v) (n),/straik/,"đánh, đập, bãi công, đình công; cuộc bãi công, cuộc đình công"
striking ,(adj) ,/'straikiɳ/,"nổi bật, gây ấn tượng"
string ,(n),/strɪŋ/,"dây, sợi dây"
strip  ,(v) (n),/strip/,"cởi, lột (quần áo); sự cởi quần áo"
stripe ,(n),/straɪp/,"sọc, vằn, viền"
striped ,(adj) ,/straipt/,"có sọc, có vằn"
stroke  ,(n) (v) ,/strouk/,"cú đánh, cú đòn; cái vuốt ve, sự vuốt ve; vuốt ve"
strong ,(adj) ,"/strɔŋ , strɒŋ/","khỏe, mạnh, bền, vững, chắc chắn"
strongly  ,(adv),/strɔŋli/,"khỏe, chắc chắn"
structure ,(n),/'strʌkt∫ə/,"kết cấu, cấu trúc"
struggle  ,(v) (n),/'strʌg(ә)l/,"đấu tranh; cuộc đấu tranh, cuộc chiến đấu"
student ,(n),/'stju:dnt/,sinh viên
studio ,(n),/´stju:diou/,"xưởng phim, trường quay; phòng thu"
study  ,(n) (v) ,/'stʌdi/,"sự học tập, sự nghiên cứu; học tập, nghiên cứu"
stuff ,(n),/stʌf/,"chất liệu, chất"
stupid ,(adj) ,/ˈstupɪd/ ,
,,/ˈstyupɪd/,"ngu ngốc, ngu đần, ngớ ngẩn"
style ,(n),/stail/,"phong cách, kiểu, mẫu, loại"
subject ,(n),/ˈsʌbdʒɪkt /,"chủ đề, đề tài; chủ ngữ"
substance ,(n),/'sʌbstəns/,chất liệu; bản chất; nội dung
substantial ,(adj) ,/səb´stænʃəl/,"thực tế, đáng kể, quan trọng"
substantially  ,(adv),/səb´stænʃəli/,"về thực chất, về căn bản"
substitute  ,(n) (v) ,/´sʌbsti¸tju:t/,"người, vật thay thế; thay thế"
succeed ,(v),/sәk'si:d/,"nối tiếp, kế tiếp; kế nghiệp, kế vị"
success ,(n),/sәk'si:d/,"sự thành công,, sự thành đạt"
successful ,(adj) ,/səkˈsɛsfəl/,"thành công, thắng lợi, thành đạt"
successfully  ,(adv),/səkˈsɛsfəlli/,"thành công, thắng lợi, thành đạt"
such,(n),/sʌtʃ/,"như thế, như vậy, như là"
suck ,(v),/sʌk/,"bú, hút; hấp thụ, tiếp thu"
sudden ,(adj) ,/'sʌdn/,"thình lình, đột ngột"
suddenly  ,(adv),/'sʌdnli/,"thình lình, đột ngột"
suffer ,(v),/'sΛfә(r)/,"chịu đựng, chịu thiệt hại, đau khổ"
suffering ,(n),/'sΛfәriŋ/,"sự đau đớn, sự đau khổ"
sufficient ,(adj) ,/sə'fi∫nt/,"(+ for) đủ, thích đáng"
sufficiently  ,(adv),/sə'fiʃəntli/,"đủ, thích đáng"
sugar ,(n),/'ʃugə/,đường
suggest ,(v),/sə'dʤest/,"đề nghị, đề xuất; gợi"
suggestion ,(n),/sə'dʤestʃn/,"sự đề nghị, sự đề xuất, sự khêu gợi"
suit  ,(n) (v) ,/su:t/,"bộ com lê, trang phục; thích hợp, quen, hợp với"
suitable ,(adj) ,/´su:təbl/,"hợp, phù hợp, thích hợp với"
suitcase ,(n),/´su:t¸keis/,va li
suited ,(adj) ,/´su:tid/,"hợp, phù hợp, thích hợp với"
sum ,(n),/sʌm/,"tổng, toàn bộ"
summary ,(n),/ˈsʌməri/,bản tóm tắt
summer ,(n),/ˈsʌmər/,mùa hè
sun ,(n),/sʌn/,mặt trời
Sunday ,(n),/´sʌndi/,Chủ nhật
superior ,(adj) ,/su:'piәriә(r)/,"cao, chất lượng cao"
supermarket ,(n),/´su:pə¸ma:kit/,siêu thị
supply  ,(n) (v) ,/sə'plai/,"sự cung cấp, nguồn cung cấp; cung cấp, đáp ứng, tiếp tế"
support  ,(n) (v) ,/sə´pɔ:t/,"sự chống đỡ, sự ủng hộ; chống đỡ, ủng hộ"
supporter ,(n),/sə´pɔ:tə/,"vật chống đỡ; người cổ vũ, người ủng hộ"
suppose ,(v),/sә'pәƱz/,"cho rằng, tin rằng, nghĩ rằng"
sure ,(adj)  (adv),/ʃuə/,"chắc chắn, xác thực"
surely  ,(adv),/´ʃuəli/,chắc chắn
surface ,(n),/ˈsɜrfɪs/,"mặt, bề mặt"
surname ,(n),/ˈsɜrˌneɪm/,họ
surprise  ,(n) (v) ,/sə'praiz/,"sự ngạc nhiên, sự bất ngờ; làm ngạc nhiên, gây bất ngờ"
surprised ,(adj) ,/sə:´praizd/,ngạc nhiên (+ at)
surprising ,(adj) ,/sə:´praiziη/,"làm ngạc nhiên, làm bất ngờ"
surprisingly  ,(adv),/sə'praiziηli/,"làm ngạc nhiên, làm bất ngờ"
surround ,(v),/sә'raƱnd/,"vây quanh, bao quanh"
surrounding ,(adj) ,/sə.ˈrɑʊ(n)diɳ/,"sự vây quanh, sự bao quanh"
surroundings ,(n),/sə´raundiηz/,"vùng xung quanh, môi trường xung quanh"
survey  ,(n) (v) ,/'sə:vei/,"sự nhìn chung, sự khảo sát; quan sát, nhìn chung"
survive ,(v),/sə'vaivə/,"sống lâu hơn, tiếp tục sống, sống sót"
suspect  ,(v)  (n) ,/səs´pekt/,"nghi ngờ, hoài nghi; người khả nghi, người bị tình nghi"
suspicion  ,(n) ,/səs'pi∫n/,"sự nghi ngờ, sự ngờ vực"
suspicious ,(adj) ,/səs´piʃəs/,"có sự nghi ngờ, tỏ ra nghi ngờ, khả nghi"
swallow ,(v),/'swɔlou/,"nuốt, nuốt chửng"
swear ,(v),/sweə/,"chửi rủa, nguyền rủa; thề, hứa"
sweat  ,(n) (v) ,/swet/,mồ hôi; đổ mồ hôi
sweater  ,(n) ,/'swetз/,"người ra mồ hôi,, kẻ bóc lột lao động"
sweep ,(v),/swi:p/,quét
sweet ,(adj)  (n) ,/swi:t/,"ngọt, có vị ngọt; sự ngọt bùi, đồ ngọt"
swell ,(v),/swel/,"phồng, sưng lên"
swelling  ,(n) ,/´sweliη/,"sự sưng lên, sự phồng ra"
swim ,(v),/swim/,bơi lội
swimming  ,(n) ,/´swimiη/,sự bơi lội
swimming pool  ,(n),/'swimiη'pu:l/,bể nước
swing ,"(n) , (v)",/swiŋ/,"sự đu đưa, lúc lắc; đánh đu, đu đưa, lúc lắc"
switch ,"(n) , (v)",/switʃ/,"công tắc, roi; tắt, bật, đánh bằng gậy, roi"
swollen ,(adj) ,/´swoulən/,"sưng phồng, phình căng"
swollen swell ,(v),/´swoulən/,"/swel/ phồng lên, sưng lên"
symbol  ,(n) ,/simbl/,"biểu tượng, ký hiệu"
sympathetic ,(adj) ,/¸simpə´θetik/,"đồng cảm, đáng mến, dễ thương"
sympathy  ,(n) ,/´simpəθi/,"sự đồng cảm, sự đồng ý"
system  ,(n) ,/'sistim/,"hệ thống, chế độ"
table  ,(n) ,/'teibl/,cái bàn
tablet  ,(n) ,/'tæblit/,"tấm, bản, thẻ phiến"
tackle  ,(v)  (n) ,/'tækl/,"or /'teikl/ giải quyết, khắc phục, bàn thảo; đồ dùng, dụng cụ"
tail,(n) ,/teil/,"đuôi, đoạn cuối"
take ,(v),/teik/,"sự cầm nắm, sự lấy"
talk  ,(v)  (n) ,/tɔ:k/,"nói chuyện, trò chuyện; cuộc trò chuyện, cuộc thảo luận"
tall ,(adj) ,/tɔ:l/,cao
tank  ,(n) ,/tæŋk/,"thùng, két, bể"
tap  ,(v) (n) .,/tæp/,"mở vòi, đóng vồi; vòi, khóa"
tape  ,(n) ,/teip/,"băng, băng ghi âm; dải, dây"
target  ,(n) ,/'ta:git/,"bia, mục tiêu, đích"
task  ,(n) ,/tɑːsk/,"nhiệm vụ, nghĩa vụ, bài tập, công tác, công việc"
taste ,"(n) , (v)",/teist/,"vị, vị giác; nếm"
tax ,"(n) , (v)",/tæks/,thuế; đánh thuế
taxi,(n) ,/'tæksi/,xe tắc xi
tea,(n) ,/ti:/,"cây chè, trà, chè"
teach ,(v),/ti:tʃ/,dạy
teacher  ,(n) ,/'ti:t∫ə/,giáo viên
teaching  ,(n) ,/'ti:t∫iŋ/,"sự dạy, công việc dạy học"
team  ,(n) ,/ti:m/,"đội, nhóm"
tear ,(v) (n),/tiə/,"xé, làm rắch; chỗ rách, miếng xe; nước mắt"
technical ,(adj) ,/'teknikl/,"(thuộc) kỹ thuật, chuyên môn"
technique  ,(n) ,/tek'ni:k/,"kỹ sảo, kỹ thuật, phương pháp kỹ thuật"
technology  ,(n) ,/tek'nɔlədʤi/,"kỹ thuật học, công nghệ học"
telephone ,(n) (v),/´telefoun/,"máy điện thoại, gọi điện thoại"
television ,(n),/´televiʒn/,vô tuyến truyền hình
tell,(v),/tel/,"nói, nói với"
temperature  ,(n) ,/´tempritʃə/,nhiệt độ
temporarily  ,(adv),/'tempзrзlti/,tạm
temporary ,(adj) ,/ˈtɛmpəˌrɛri/,"tạm thời, nhất thời"
tend ,(v),/tend/,"trông nom, chăm sóc, giữ gìn, hầu hạ"
tendency  ,(n) ,/ˈtɛndənsi/,"xu hướng, chiều hướng, khuynh hướng"
tension  ,(n) ,/'tenʃn/,"sự căng, độ căng, tình trạng căng"
tent  ,(n) ,/tent/,"lều, rạp"
term  ,(n) ,/tɜ:m/,"giới hạn, kỳ hạn, khóa, kỳ học"
terrible ,(adj) ,/'terəbl/,"khủng khiếp, ghê sợ"
terribly  ,(adv),/'terəbli/,"tồi tệ, không chịu nổi"
test ,"(n) , (v)",/test/,"bài kiểm tra, sự thử nghiệm, xét nghiệm; kiểm tra, xét nghiệm, thử nghiệm"
text  ,(n) ,/tɛkst/,"nguyên văn, bản văn, chủ đề, đề tì"
than,prep conj.,/ðæn/,hơn
thank ,(v),/θæŋk/,cám ơn
thank you,(n),/'θəηkju:/,"cảm ơn bạn (ông bà, anh chị...)"
thanks,(n) ,/'θæŋks/,"sự cảm ơn, lời cảm ơn"
that ,(n) conj. pro,/ðæt/,"người ấy, đó, vật ấy, đó; rằng, là"
the,article,"/ði:, ði, ðз/","cái, con, người, ấy này...."
theatre ,(n),/ˈθiətər/,"rạp hát, nhà hát"
their,det.,/ðea(r)/,"của chúng, của chúng nó, của họ"
theirs,(n) ,/ðeəz/,"của chúng, của chúng nó, của họ"
them,(n) ,/ðem/,"chúng, chúng nó, họ"
theme  ,(n) ,/θi:m/,"đề tài, chủ đề"
themselves,(n) ,/ðəm'selvz/,"tự chúng, tự họ, tự"
then  ,(adv),/ðen/,"khi đó, lúc đó, tiếp đó"
theory  ,(n) ,/'θiəri/,"lý thuyết, học thuyết"
there  ,(adv),/ðeз/,"ở nơi đó, tại nơi đó"
therefore  ,(adv),/'ðeəfɔ:(r)/,"bởi vậy, cho nên, vì thế"
they,(n) ,/ðei/,"chúng, chúng nó, họ; những cái ấy"
thick ,(adj) ,/θik/,dày; đậm
thickly  ,(adv),/θikli/,dày; dày đặc; thành lớp dày
thickness  ,(n) ,/´θiknis/,"tính chất dày, độ dày, bề dày"
thief  ,(n) ,/θi:f/,"kẻ trộm, kẻ cắp"
thin ,(adj) ,/θin/,"mỏng, mảnh"
thing  ,(n) ,/θiŋ/,"cái, đồ, vật"
think ,(v),/θiŋk/,"nghĩ, suy nghĩ"
thinking  ,(n) ,/'θiŋkiŋ/,"sự suy nghĩ, ý nghĩ"
thirsty ,(adj) ,/´θə:sti/,"khát, cảm thấy khát"
this,(n) det. pro,/ðis/,"cái này, điều này, việc này"
thorough ,(adj) ,/'θʌrə/,"cẩn thận, kỹ lưỡng"
thoroughly  ,(adv),/'θʌrəli/,"kỹ lưỡng, thấu đáo, triệt để"
though,(adv),/ðəʊ/,"dù, dù cho, mặc dù; mặc dù, tuy nhiên, tuy vậy"
thought  ,(n) ,/θɔ:t/,"sự suy nghĩ, khả năng suy nghĩ; ý nghĩ, tư tưởng, tư duy"
thread  ,(n) ,/θred/,"chỉ, sợi chỉ, sợi dây"
threat  ,(n) ,/θrɛt/,"sự đe dọa, lời đe dọa"
threaten ,(v),/'θretn/,"dọa, đe dọa"
threatening ,(adj) ,/´θretəniη/,"sự đe dọa, sự hăm dọa"
throat  ,(n) ,/θrout/,"cổ, cổ họng"
through,(adv),/θru:/,"qua, xuyên qua"
throughout,(adv),/θru:'aut/,"khắp, suốt"
throw ,(v),/θrou/,"ném, vứt, quăng"
thumb  ,(n) ,/θʌm/,ngón tay cái
Thursday  ,(n),/´θə:zdi/,thứ 5
thus  ,(adv),/ðʌs/,"như vậy, như thế, do đó"
ticket  ,(n) ,/'tikit/,vé
tidy ,(adj) (v),/´taidi/,"sạch sẽ, ngăn nắp, gọn gàng; làm cho sạch sẽ, gọn gàng, ngăn nắp"
tie  ,(v)  (n) ,/tai/,"buộc, cột, trói; dây buộc, daay trói, dây giày"
tight ,(adj)  (adv),/tait/,"kín, chặt, chật"
tightly  ,(adv),/'taitli/,"chặc chẽ, sít sao"
till,(adj),/til/,"cho đến khi, tới lúc mà"
time  ,(n) ,/taim/,"thời gian, thì giờ"
timetable  ,(n),/´taimteibl/,"kế hoạch làm việc, thời gian biểu"
tin,(n) ,/tɪn/,thiếc
tiny ,(adj) ,/'taini/,"rất nhỏ, nhỏ xíu"
tip ,"(n) , (v)",/tip/,"đầu, mút, đỉnh, chóp; bịt đầu, lắp đầu vào"
tire  ,(v) (n),/'taiз/," /´taiə/ làm mệt mỏi, trở nên mệt nhọc; lốp, vỏ xe"
tired ,(adj) ,/'taɪəd/,"mệt, muốn ngủ, nhàm chán"
tiring ,(adj) ,/´taiəriη/,"sự mệt mỏi, sự mệt nhọc"
title  ,(n) ,/ˈtaɪtl/,"đầu đề, tiêu đề; tước vị, tư cách"
to,prep.,"/tu:, tu, tз/","theo hướng, tới"
today  ,"(adv).,  (n) ",/tə'dei/,"vào ngày này; hôm nay, ngày nay"
toe,(n) ,/tou/,ngón chân (người)
together  ,(adv),/tə'geðə/,"cùng nhau, cùng với"
toilet  ,(n) ,/´tɔilit/,"nhà vệ sinh; sự trang điểm (rửa mặt, ăn mặc, chải tóc...)"
tomato  ,(n) ,/tə´ma:tou/,cà chua
tomorrow  ,"(adv).,  (n) ",/tə'mɔrou/,vào ngày mai; ngày mai
